Linux 5.15.0-87-generic (gl6) 	01/31/2024 	_x86_64_	(32 CPU)

07:58:27 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
07:58:32 AM     all      3.74      0.00      4.29      0.11      0.00     91.86
07:58:32 AM       0      0.60      0.00      4.82      0.00      0.00     94.58
07:58:32 AM       1      0.80      0.00      4.61      0.00      0.00     94.59
07:58:32 AM       2      1.00      0.00      4.39      0.00      0.00     94.61
07:58:32 AM       3      0.40      0.00      4.60      0.00      0.00     95.00
07:58:32 AM       4      1.00      0.00      4.20      0.00      0.00     94.80
07:58:32 AM       5      1.00      0.00      4.20      0.00      0.00     94.80
07:58:32 AM       6      3.41      0.00      4.61      0.00      0.00     91.98
07:58:32 AM       7      1.00      0.00      4.20      3.20      0.00     91.60
07:58:32 AM       8      0.80      0.00      4.21      0.00      0.00     94.99
07:58:32 AM       9     90.16      0.00      2.01      0.20      0.00      7.63
07:58:32 AM      10      0.80      0.00      4.21      0.00      0.00     94.99
07:58:32 AM      11      1.20      0.00      3.80      0.00      0.00     95.00
07:58:32 AM      12      1.00      0.00      4.19      0.00      0.00     94.81
07:58:32 AM      13      1.00      0.00      4.38      0.00      0.00     94.62
07:58:32 AM      14      0.60      0.00      4.60      0.00      0.00     94.80
07:58:32 AM      15      1.20      0.00      4.00      0.00      0.00     94.80
07:58:32 AM      16      0.60      0.00      4.60      0.00      0.00     94.80
07:58:32 AM      17      1.00      0.00      4.20      0.00      0.00     94.80
07:58:32 AM      18      0.60      0.00      4.40      0.00      0.00     95.00
07:58:32 AM      19      0.60      0.00      6.40      0.00      0.00     93.00
07:58:32 AM      20      0.80      0.00      4.39      0.00      0.00     94.81
07:58:32 AM      21      1.00      0.00      4.20      0.00      0.00     94.80
07:58:32 AM      22      0.80      0.00      4.39      0.00      0.00     94.81
07:58:32 AM      23      1.59      0.00      3.78      0.00      0.00     94.62
07:58:32 AM      24      1.00      0.00      4.20      0.00      0.00     94.80
07:58:32 AM      25      1.40      0.00      3.80      0.00      0.00     94.80
07:58:32 AM      26      0.80      0.00      4.39      0.00      0.00     94.81
07:58:32 AM      27      0.80      0.00      4.39      0.00      0.00     94.81
07:58:32 AM      28      1.00      0.00      4.01      0.00      0.00     94.99
07:58:32 AM      29      0.40      0.00      4.61      0.00      0.00     94.99
07:58:32 AM      30      1.00      0.00      4.19      0.00      0.00     94.81
07:58:32 AM      31      0.60      0.00      4.41      0.00      0.00     94.99

07:58:32 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
07:58:37 AM     all      0.84      0.00      0.09      1.33      0.00     97.74
07:58:37 AM       0      0.00      0.00      0.00      0.00      0.00    100.00
07:58:37 AM       1      0.60      0.00      0.00      0.00      0.00     99.40
07:58:37 AM       2      0.00      0.00      0.00      0.00      0.00    100.00
07:58:37 AM       3      0.00      0.00      0.20      0.00      0.00     99.80
07:58:37 AM       4      0.00      0.00      0.00      0.00      0.00    100.00
07:58:37 AM       5      0.00      0.00      0.00      0.00      0.00    100.00
07:58:37 AM       6      0.00      0.00      0.00      0.00      0.00    100.00
07:58:37 AM       7      0.20      0.00      0.00      0.00      0.00     99.80
07:58:37 AM       8      1.80      0.00      0.40      7.40      0.00     90.40
07:58:37 AM       9     24.45      0.00      0.80     35.07      0.00     39.68
07:58:37 AM      10      0.00      0.00      0.40      0.00      0.00     99.60
07:58:37 AM      11      0.00      0.00      0.00      0.00      0.00    100.00
07:58:37 AM      12      0.00      0.00      0.20      0.00      0.00     99.80
07:58:37 AM      13      0.00      0.00      0.00      0.00      0.00    100.00
07:58:37 AM      14      0.00      0.00      0.20      0.00      0.00     99.80
07:58:37 AM      15      0.00      0.00      0.00      0.00      0.00    100.00
07:58:37 AM      16      0.00      0.00      0.00      0.00      0.00    100.00
07:58:37 AM      17      0.00      0.00      0.20      0.00      0.00     99.80
07:58:37 AM      18      0.00      0.00      0.00      0.00      0.00    100.00
07:58:37 AM      19      0.00      0.00      0.00      0.00      0.00    100.00
