Timestamp,CPU,CPU MHz
2024-01-27T07:23:15,0,3200.0
2024-01-27T07:23:15,1,3200.0
2024-01-27T07:23:15,2,3200.0
2024-01-27T07:23:15,3,3200.0
2024-01-27T07:23:15,4,3200.0
2024-01-27T07:23:15,5,3200.0
2024-01-27T07:23:15,6,3200.0
2024-01-27T07:23:15,7,3200.0
2024-01-27T07:23:15,8,3200.0
2024-01-27T07:23:15,9,3200.0
2024-01-27T07:23:15,10,3200.0
2024-01-27T07:23:15,11,3200.0
2024-01-27T07:23:15,12,3200.0
2024-01-27T07:23:15,13,3200.0
2024-01-27T07:23:15,14,3200.0
2024-01-27T07:23:15,15,3200.0
2024-01-27T07:23:15,16,3200.0
2024-01-27T07:23:15,17,2201.747
2024-01-27T07:23:15,18,3200.0
2024-01-27T07:23:15,19,3200.0
2024-01-27T07:23:15,20,3200.0
2024-01-27T07:23:15,21,3200.0
2024-01-27T07:23:15,22,3200.0
2024-01-27T07:23:15,23,3200.0
2024-01-27T07:23:15,24,3200.0
2024-01-27T07:23:15,25,3200.0
2024-01-27T07:23:15,26,3200.0
2024-01-27T07:23:15,27,3200.0
2024-01-27T07:23:15,28,3200.0
2024-01-27T07:23:15,29,3200.0
2024-01-27T07:23:15,30,3200.0
2024-01-27T07:23:15,31,3200.0
2024-01-27T07:23:20,0,3200.0
2024-01-27T07:23:20,1,1774.928
2024-01-27T07:23:20,2,2183.326
2024-01-27T07:23:20,3,3200.0
2024-01-27T07:23:20,4,3200.0
2024-01-27T07:23:20,5,3200.0
2024-01-27T07:23:20,6,3200.0
2024-01-27T07:23:20,7,3200.0
2024-01-27T07:23:20,8,3200.0
2024-01-27T07:23:20,9,3200.0
2024-01-27T07:23:20,10,3200.0
2024-01-27T07:23:20,11,3200.0
2024-01-27T07:23:20,12,3200.0
2024-01-27T07:23:20,13,3200.0
2024-01-27T07:23:20,14,3200.0
2024-01-27T07:23:20,15,3200.0
2024-01-27T07:23:20,16,3200.0
2024-01-27T07:23:20,17,3200.0
2024-01-27T07:23:20,18,3200.0
2024-01-27T07:23:20,19,3200.0
2024-01-27T07:23:20,20,3200.0
2024-01-27T07:23:20,21,3200.0
2024-01-27T07:23:20,22,3200.0
2024-01-27T07:23:20,23,3200.0
2024-01-27T07:23:20,24,3200.0
2024-01-27T07:23:20,25,3200.0
