Linux 5.15.0-91-generic (gl5) 	01/19/2024 	_x86_64_	(32 CPU)

05:56:41 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
05:56:46 PM     all      3.86      0.00      4.36      0.09      0.00     91.68
05:56:46 PM       0      0.60      0.00      4.62      0.00      0.00     94.78
05:56:46 PM       1      1.40      0.00      3.81      0.00      0.00     94.79
05:56:46 PM       2      0.80      0.00      4.59      0.00      0.00     94.61
05:56:46 PM       3      1.20      0.00      4.21      0.00      0.00     94.59
05:56:46 PM       4      0.60      0.00      4.41      0.00      0.00     94.99
05:56:46 PM       5      0.60      0.00      4.59      0.00      0.00     94.81
05:56:46 PM       6      1.20      0.00      4.00      0.00      0.00     94.80
05:56:46 PM       7      1.00      0.00      4.01      0.00      0.00     94.99
05:56:46 PM       8      3.20      0.00      5.60      0.00      0.00     91.20
05:56:46 PM       9     88.80      0.00      2.20      0.00      0.00      9.00
05:56:46 PM      10      1.20      0.00      4.19      0.00      0.00     94.61
05:56:46 PM      11      0.80      0.00      4.20      0.00      0.00     95.00
05:56:46 PM      12      0.60      0.00      4.40      0.00      0.00     95.00
05:56:46 PM      13      0.80      0.00      4.21      0.00      0.00     94.99
05:56:46 PM      14      1.00      0.00      4.20      0.00      0.00     94.80
05:56:46 PM      15      1.20      0.00      4.42      0.00      0.00     94.38
05:56:46 PM      16      1.00      0.00      4.40      0.00      0.00     94.60
05:56:46 PM      17      1.00      0.00      4.59      0.00      0.00     94.41
05:56:46 PM      18      3.61      0.00      4.61      0.00      0.00     91.78
05:56:46 PM      19      0.80      0.00      4.59      0.00      0.00     94.61
05:56:46 PM      20      1.00      0.00      4.79      2.99      0.00     91.22
05:56:46 PM      21      0.80      0.00      4.80      0.00      0.00     94.40
05:56:46 PM      22      1.00      0.00      5.19      0.00      0.00     93.81
05:56:46 PM      23      0.60      0.00      4.61      0.00      0.00     94.79
05:56:46 PM      24      0.80      0.00      4.40      0.00      0.00     94.80
05:56:46 PM      25      1.20      0.00      4.00      0.00      0.00     94.80
05:56:46 PM      26      1.00      0.00      4.21      0.00      0.00     94.79
05:56:46 PM      27      1.00      0.00      4.60      0.00      0.00     94.40
05:56:46 PM      28      1.40      0.00      4.20      0.00      0.00     94.40
05:56:46 PM      29      1.20      0.00      4.41      0.00      0.00     94.39
05:56:46 PM      30      1.00      0.00      4.60      0.00      0.00     94.40
05:56:46 PM      31      1.20      0.00      4.00      0.00      0.00     94.80

05:56:46 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
05:56:51 PM     all      0.87      0.00      0.10      0.73      0.00     98.30
05:56:51 PM       0      0.20      0.00      0.00      0.00      0.00     99.80
05:56:51 PM       1      0.20      0.00      0.20      0.00      0.00     99.60
05:56:51 PM       2      0.00      0.00      0.20      0.00      0.00     99.80
05:56:51 PM       3      0.20      0.00      0.20      0.00      0.00     99.60
05:56:51 PM       4      0.00      0.00      0.00      0.00      0.00    100.00
05:56:51 PM       5      0.20      0.00      0.00      0.00      0.00     99.80
05:56:51 PM       6      0.00      0.00      0.00      0.00      0.00    100.00
05:56:51 PM       7      0.00      0.00      0.00      0.00      0.00    100.00
05:56:51 PM       8      1.60      0.00      0.40      0.00      0.00     98.00
05:56:51 PM       9     24.24      0.00      0.40     23.64      0.00     51.72
05:56:51 PM      10      0.20      0.00      0.00      0.00      0.00     99.80
05:56:51 PM      11      0.00      0.00      0.00      0.00      0.00    100.00
05:56:51 PM      12      0.00      0.00      0.00      0.00      0.00    100.00
05:56:51 PM      13      0.00      0.00      0.00      0.00      0.00    100.00
05:56:51 PM      14      0.00      0.00      0.20      0.00      0.00     99.80
05:56:51 PM      15      0.20      0.00      0.20      0.00      0.00     99.60
05:56:51 PM      16      0.00      0.00      0.00      0.00      0.00    100.00
05:56:51 PM      17      0.00      0.00      0.00      0.00      0.00    100.00
05:56:51 PM      18      0.00      0.00      0.00      0.00      0.00    100.00
05:56:51 PM      19      0.00      0.00      0.20      0.00      0.00     99.80
05:56:51 PM      20      0.20      0.00      0.00      0.00      0.00     99.80
05:56:51 PM      21      0.20      0.00      0.60      0.00      0.00     99.20
05:56:51 PM      22      0.20      0.00      0.20      0.00      0.00     99.60
05:56:51 PM      23      0.20      0.00      0.00      0.00      0.00     99.80
05:56:51 PM      24      0.00      0.00      0.00      0.00      0.00    100.00
05:56:51 PM      25      0.00      0.00      0.00      0.00      0.00    100.00
05:56:51 PM      26      0.00      0.00      0.20      0.00      0.00     99.80
05:56:51 PM      27      0.00      0.00      0.00      0.00      0.00    100.00
05:56:51 PM      28      0.00      0.00      0.00      0.00      0.00    100.00
05:56:51 PM      29      0.20      0.00      0.20      0.00      0.00     99.60
05:56:51 PM      30      0.00      0.00      0.00      0.00      0.00    100.00
05:56:51 PM      31      0.00      0.00      0.00      0.00      0.00    100.00

05:56:51 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
05:56:56 PM     all      4.45      0.00      0.26      0.54      0.00     94.75
05:56:56 PM       0      1.40      0.00      1.00      0.00      0.00     97.60
05:56:56 PM       1      0.20      0.00      0.40      0.00      0.00     99.40
05:56:56 PM       2      0.60      0.00      0.40      0.00      0.00     98.99
05:56:56 PM       3      0.40      0.00      0.40      0.80      0.00     98.40
05:56:56 PM       4      0.00      0.00      0.20      0.00      0.00     99.80
05:56:56 PM       5      0.20      0.00      0.80      0.00      0.00     99.00
05:56:56 PM       6      0.20      0.00      0.20      0.00      0.00     99.60
05:56:56 PM       7      0.00      0.00      0.00      0.00      0.00    100.00
05:56:56 PM       8      0.20      0.00      0.20      0.00      0.00     99.60
05:56:56 PM       9      0.80      0.00      0.40      5.81      0.00     92.99
05:56:56 PM      10      0.00      0.00      0.20      0.00      0.00     99.80
05:56:56 PM      11      0.00      0.00      0.20      0.00      0.00     99.80
05:56:56 PM      12      0.40      0.00      0.40      0.80      0.00     98.40
05:56:56 PM      13      0.20      0.00      0.20      0.00      0.00     99.60
05:56:56 PM      14      0.20      0.00      0.40      0.00      0.00     99.40
05:56:56 PM      15     66.27      0.00      0.20      0.00      0.00     33.53
05:56:56 PM      16      0.00      0.00      0.00      0.00      0.00    100.00
05:56:56 PM      17      0.00      0.00      0.20      0.00      0.00     99.80
05:56:56 PM      18      0.00      0.00      0.00      0.00      0.00    100.00
05:56:56 PM      19      0.00      0.00      0.00      0.00      0.00    100.00
05:56:56 PM      20      0.00      0.00      0.40      0.00      0.00     99.60
05:56:56 PM      21      0.00      0.00      0.40      0.00      0.00     99.60
05:56:56 PM      22      0.00      0.00      0.20      0.00      0.00     99.80
05:56:56 PM      23      0.00      0.00      0.00      0.00      0.00    100.00
