Linux 5.15.30-2-pve (superserver2) 	02/01/2024 	_x86_64_	(32 CPU)

01:36:51 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:36:56 AM     all      2.97      0.00      4.61      0.24      0.00     92.18
01:36:56 AM       0      0.60      0.00      6.41      4.21      0.00     88.78
01:36:56 AM       1      0.80      0.00      6.39      0.00      0.00     92.81
01:36:56 AM       2      0.20      0.00      5.02      0.00      0.00     94.78
01:36:56 AM       3      0.60      0.00      4.60      0.00      0.00     94.80
01:36:56 AM       4      2.80      0.00      5.00      0.00      0.00     92.20
01:36:56 AM       5      0.80      0.00      4.40      0.00      0.00     94.80
01:36:56 AM       6      0.40      0.00      4.62      0.00      0.00     94.98
01:36:56 AM       7      1.20      0.00      4.00      0.00      0.00     94.80
01:36:56 AM       8      0.60      0.00      4.60      0.00      0.00     94.80
01:36:56 AM       9     72.75      0.00      2.00      3.61      0.00     21.64
01:36:56 AM      10      0.80      0.00      4.78      0.00      0.00     94.42
01:36:56 AM      11      0.80      0.00      4.21      0.00      0.00     94.99
01:36:56 AM      12      1.00      0.00      4.20      0.00      0.00     94.80
01:36:56 AM      13      0.60      0.00      4.41      0.00      0.00     94.99
01:36:56 AM      14      0.60      0.00      4.78      0.00      0.00     94.62
01:36:56 AM      15      0.20      0.00      5.00      0.00      0.00     94.80
01:36:56 AM      16      0.80      0.00      4.39      0.00      0.00     94.81
01:36:56 AM      17      0.80      0.00      4.21      0.00      0.00     94.99
01:36:56 AM      18      0.60      0.00      4.41      0.00      0.00     94.99
01:36:56 AM      19      0.60      0.00      4.60      0.00      0.00     94.80
01:36:56 AM      20      0.40      0.00      5.00      0.00      0.00     94.60
01:36:56 AM      21      0.40      0.00      5.00      0.00      0.00     94.60
01:36:56 AM      22      0.80      0.00      4.60      0.00      0.00     94.60
01:36:56 AM      23      0.20      0.00      4.80      0.00      0.00     95.00
01:36:56 AM      24      1.00      0.00      4.20      0.00      0.00     94.80
01:36:56 AM      25      1.00      0.00      4.39      0.00      0.00     94.61
01:36:56 AM      26      0.80      0.00      4.40      0.00      0.00     94.80
01:36:56 AM      27      0.60      0.00      4.60      0.00      0.00     94.80
01:36:56 AM      28      0.60      0.00      4.60      0.00      0.00     94.80
01:36:56 AM      29      1.00      0.00      4.39      0.00      0.00     94.61
01:36:56 AM      30      0.40      0.00      4.61      0.00      0.00     94.99
01:36:56 AM      31      0.40      0.00      4.79      0.00      0.00     94.81

01:36:56 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:37:01 AM     all      3.62      0.00      0.11      0.31      0.00     95.97
01:37:01 AM       0      0.40      0.00      0.60      0.00      0.00     99.00
01:37:01 AM       1      0.00      0.00      0.00      0.00      0.00    100.00
01:37:01 AM       2      0.00      0.00      0.00      0.00      0.00    100.00
01:37:01 AM       3      0.00      0.00      0.00      0.00      0.00    100.00
01:37:01 AM       4      0.00      0.00      0.00      0.00      0.00    100.00
01:37:01 AM       5      0.00      0.00      0.00      0.00      0.00    100.00
01:37:01 AM       6      0.00      0.00      0.00      0.00      0.00    100.00
01:37:01 AM       7      0.00      0.00      0.20      0.00      0.00     99.80
01:37:01 AM       8      0.00      0.00      0.00      0.00      0.00    100.00
01:37:01 AM       9      0.80      0.00      0.60      5.41      0.00     93.19
01:37:01 AM      10      0.00      0.00      0.20      0.40      0.00     99.40
01:37:01 AM      11      0.20      0.00      0.00      0.00      0.00     99.80
01:37:01 AM      12      0.00      0.00      0.00      0.00      0.00    100.00
01:37:01 AM      13      0.00      0.00      0.00      0.00      0.00    100.00
01:37:01 AM      14     65.26      0.00      0.20      1.20      0.00     33.33
01:37:01 AM      15     47.70      0.00      0.80      2.40      0.00     49.10
01:37:01 AM      16      0.00      0.00      0.00      0.00      0.00    100.00
01:37:01 AM      17      0.00      0.00      0.00      0.00      0.00    100.00
01:37:01 AM      18      0.20      0.00      0.20      0.00      0.00     99.60
01:37:01 AM      19      0.20      0.00      0.20      0.00      0.00     99.60
01:37:01 AM      20      0.20      0.00      0.20      0.00      0.00     99.60
01:37:01 AM      21      0.00      0.00      0.00      0.00      0.00    100.00
01:37:01 AM      22      0.60      0.00      0.40      0.00      0.00     99.00
01:37:01 AM      23      0.00      0.00      0.00      0.00      0.00    100.00
01:37:01 AM      24      0.00      0.00      0.00      0.00      0.00    100.00
01:37:01 AM      25      0.00      0.00      0.00      0.00      0.00    100.00
01:37:01 AM      26      0.00      0.00      0.00      0.00      0.00    100.00
01:37:01 AM      27      0.00      0.00      0.00      0.00      0.00    100.00
01:37:01 AM      28      0.20      0.00      0.00      0.40      0.00     99.40
01:37:01 AM      29      0.00      0.00      0.00      0.00      0.00    100.00
01:37:01 AM      30      0.00      0.00      0.00      0.00      0.00    100.00
01:37:01 AM      31      0.00      0.00      0.00      0.00      0.00    100.00

01:37:01 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:37:06 AM     all      1.39      0.00      0.11      0.51      0.00     97.98
01:37:06 AM       0      0.00      0.00      0.00      0.00      0.00    100.00
01:37:06 AM       1      0.00      0.00      0.00      0.00      0.00    100.00
01:37:06 AM       2      0.20      0.00      0.40      0.00      0.00     99.40
01:37:06 AM       3      0.00      0.00      0.00      0.00      0.00    100.00
01:37:06 AM       4      0.20      0.00      0.00      0.00      0.00     99.80
01:37:06 AM       5      0.00      0.00      0.00      0.00      0.00    100.00
01:37:06 AM       6      0.00      0.00      0.20      0.00      0.00     99.80
01:37:06 AM       7      0.00      0.00      0.00      0.00      0.00    100.00
01:37:06 AM       8      0.00      0.00      0.20      0.00      0.00     99.80
