Linux 5.15.0-91-generic (gl5) 	01/21/2024 	_x86_64_	(32 CPU)

06:38:30 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:38:35 PM     all      3.64      0.00      4.38      0.14      0.00     91.84
06:38:35 PM       0      0.80      0.00      5.21      0.00      0.00     93.99
06:38:35 PM       1      0.80      0.00      5.21      0.00      0.00     93.99
06:38:35 PM       2      0.60      0.00      4.81      0.00      0.00     94.59
06:38:35 PM       3      1.00      0.00      4.42      4.22      0.00     90.36
06:38:35 PM       4      1.00      0.00      4.21      0.00      0.00     94.79
06:38:35 PM       5      0.60      0.00      4.80      0.00      0.00     94.60
06:38:35 PM       6      0.60      0.00      4.41      0.00      0.00     94.99
06:38:35 PM       7      1.20      0.00      4.21      0.00      0.00     94.59
06:38:35 PM       8      0.60      0.00      4.81      0.00      0.00     94.59
06:38:35 PM       9     87.53      0.00      1.81      0.20      0.00     10.46
06:38:35 PM      10      1.20      0.00      4.00      0.00      0.00     94.80
06:38:35 PM      11      1.00      0.00      4.42      0.00      0.00     94.58
06:38:35 PM      12      1.20      0.00      4.41      0.00      0.00     94.39
06:38:35 PM      13      0.80      0.00      4.40      0.00      0.00     94.80
06:38:35 PM      14      1.00      0.00      4.20      0.00      0.00     94.80
06:38:35 PM      15      1.00      0.00      4.01      0.00      0.00     94.99
06:38:35 PM      16      0.80      0.00      4.21      0.00      0.00     94.99
06:38:35 PM      17      0.80      0.00      4.39      0.00      0.00     94.81
06:38:35 PM      18      3.21      0.00      4.81      0.00      0.00     91.98
06:38:35 PM      19      1.20      0.00      4.00      0.00      0.00     94.80
06:38:35 PM      20      1.00      0.00      4.20      0.00      0.00     94.80
06:38:35 PM      21      0.80      0.00      4.79      0.00      0.00     94.41
06:38:35 PM      22      0.60      0.00      4.41      0.00      0.00     94.99
06:38:35 PM      23      0.40      0.00      4.60      0.00      0.00     95.00
06:38:35 PM      24      1.20      0.00      4.00      0.00      0.00     94.80
06:38:35 PM      25      0.80      0.00      4.59      0.00      0.00     94.61
06:38:35 PM      26      0.40      0.00      4.79      0.00      0.00     94.81
06:38:35 PM      27      1.00      0.00      4.39      0.00      0.00     94.61
06:38:35 PM      28      0.80      0.00      4.60      0.00      0.00     94.60
06:38:35 PM      29      1.20      0.00      4.41      0.00      0.00     94.39
06:38:35 PM      30      1.00      0.00      4.21      0.00      0.00     94.79
06:38:35 PM      31      0.80      0.00      4.39      0.00      0.00     94.81

06:38:35 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:38:40 PM     all      0.78      0.00      0.09      0.76      0.00     98.38
06:38:40 PM       0      0.20      0.00      0.40      0.00      0.00     99.40
06:38:40 PM       1      0.00      0.00      0.20      0.00      0.00     99.80
06:38:40 PM       2      0.20      0.00      0.00      0.00      0.00     99.80
06:38:40 PM       3      0.00      0.00      0.00      0.00      0.00    100.00
06:38:40 PM       4      0.00      0.00      0.00      0.00      0.00    100.00
06:38:40 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
06:38:40 PM       6      0.00      0.00      0.00      0.00      0.00    100.00
06:38:40 PM       7      0.00      0.00      0.20      0.00      0.00     99.80
06:38:40 PM       8      0.00      0.00      0.00      0.00      0.00    100.00
06:38:40 PM       9     24.20      0.00      0.40     24.20      0.00     51.20
06:38:40 PM      10      0.00      0.00      0.00      0.00      0.00    100.00
06:38:40 PM      11      0.00      0.00      0.20      0.00      0.00     99.80
06:38:40 PM      12      0.00      0.00      0.40      0.00      0.00     99.60
06:38:40 PM      13      0.00      0.00      0.00      0.00      0.00    100.00
06:38:40 PM      14      0.00      0.00      0.00      0.00      0.00    100.00
06:38:40 PM      15      0.00      0.00      0.00      0.00      0.00    100.00
06:38:40 PM      16      0.00      0.00      0.00      0.00      0.00    100.00
06:38:40 PM      17      0.00      0.00      0.00      0.00      0.00    100.00
06:38:40 PM      18      0.00      0.00      0.00      0.00      0.00    100.00
06:38:40 PM      19      0.00      0.00      0.00      0.00      0.00    100.00
06:38:40 PM      20      0.00      0.00      0.00      0.00      0.00    100.00
06:38:40 PM      21      0.00      0.00      0.00      0.00      0.00    100.00
06:38:40 PM      22      0.00      0.00      0.20      0.00      0.00     99.80
06:38:40 PM      23      0.00      0.00      0.00      0.00      0.00    100.00
06:38:40 PM      24      0.00      0.00      0.00      0.00      0.00    100.00
06:38:40 PM      25      0.00      0.00      0.00      0.00      0.00    100.00
06:38:40 PM      26      0.00      0.00      0.00      0.00      0.00    100.00
06:38:40 PM      27      0.00      0.00      0.20      0.00      0.00     99.80
06:38:40 PM      28      0.00      0.00      0.00      0.00      0.00    100.00
06:38:40 PM      29      0.00      0.00      0.20      0.00      0.00     99.80
06:38:40 PM      30      0.20      0.00      0.40      0.00      0.00     99.40
06:38:40 PM      31      0.00      0.00      0.00      0.00      0.00    100.00

06:38:40 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:38:45 PM     all      3.49      0.00      0.19      0.64      0.00     95.69
06:38:45 PM       0      0.20      0.00      0.40      0.00      0.00     99.40
06:38:45 PM       1      0.00      0.00      0.20      0.00      0.00     99.80
06:38:45 PM       2      0.00      0.00      0.20      0.00      0.00     99.80
06:38:45 PM       3      0.00      0.00      0.20      0.00      0.00     99.80
06:38:45 PM       4      0.00      0.00      0.20      0.00      0.00     99.80
06:38:45 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
06:38:45 PM       6      0.00      0.00      0.00      0.00      0.00    100.00
06:38:45 PM       7      0.00      0.00      0.00      0.00      0.00    100.00
06:38:45 PM       8     61.69      0.00      0.81      7.66      0.00     29.84
06:38:45 PM       9      0.00      0.00      0.40      4.41      0.00     95.19
06:38:45 PM      10      0.20      0.00      0.40      0.00      0.00     99.40
06:38:45 PM      11      0.00      0.00      0.20      0.00      0.00     99.80
06:38:45 PM      12      0.00      0.00      0.00      0.00      0.00    100.00
06:38:45 PM      13      0.00      0.00      0.00      0.00      0.00    100.00
06:38:45 PM      14      0.00      0.00      0.00      0.00      0.00    100.00
06:38:45 PM      15      0.00      0.00      0.00      0.00      0.00    100.00
06:38:45 PM      16      0.00      0.00      0.00      0.00      0.00    100.00
06:38:45 PM      17      0.00      0.00      0.00      0.00      0.00    100.00
06:38:45 PM      18      0.00      0.00      0.40      0.00      0.00     99.60
06:38:45 PM      19      0.00      0.00      0.20      0.00      0.00     99.80
06:38:45 PM      20      0.00      0.00      0.20      0.00      0.00     99.80
06:38:45 PM      21      0.00      0.00      0.00      0.00      0.00    100.00
06:38:45 PM      22      0.00      0.00      0.00      0.00      0.00    100.00
06:38:45 PM      23      0.00      0.00      0.00      0.00      0.00    100.00
06:38:45 PM      24      0.00      0.00      0.00      0.00      0.00    100.00
06:38:45 PM      25      0.00      0.00      0.00      0.00      0.00    100.00
06:38:45 PM      26      0.00      0.00      0.00      0.00      0.00    100.00
06:38:45 PM      27      0.00      0.00      0.00      0.00      0.00    100.00
06:38:45 PM      28      0.60      0.00      0.40      0.00      0.00     99.00
06:38:45 PM      29      0.40      0.00      0.40      0.00      0.00     99.20
06:38:45 PM      30      0.20      0.00      0.20      1.00      0.00     98.60
06:38:45 PM      31     48.70      0.00      1.20      7.41      0.00     42.69

06:38:45 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:38:50 PM     all      2.03      0.00      0.11      0.98      0.00     96.89
06:38:50 PM       0      0.20      0.00      0.40      0.00      0.00     99.40
06:38:50 PM       1      0.00      0.00      0.20      0.00      0.00     99.80
06:38:50 PM       2      0.00      0.00      0.20      0.00      0.00     99.80
06:38:50 PM       3      0.40      0.00      0.20      0.00      0.00     99.40
06:38:50 PM       4      0.00      0.00      0.20      0.00      0.00     99.80
06:38:50 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
06:38:50 PM       6      0.00      0.00      0.00      0.00      0.00    100.00
06:38:50 PM       7      0.00      0.00      0.00      0.00      0.00    100.00
06:38:50 PM       8     36.73      0.00      0.20      7.78      0.00     55.29
06:38:50 PM       9     26.55      0.00      0.40     11.58      0.00     61.48
06:38:50 PM      10      0.00      0.00      0.00      0.00      0.00    100.00
06:38:50 PM      11      0.00      0.00      0.00      0.00      0.00    100.00
06:38:50 PM      12      0.20      0.00      0.20      1.80      0.00     97.80
06:38:50 PM      13      0.00      0.00      0.00      0.00      0.00    100.00
06:38:50 PM      14      0.00      0.00      0.20      1.60      0.00     98.20
06:38:50 PM      15      0.00      0.00      0.00      0.00      0.00    100.00
06:38:50 PM      16      0.00      0.00      0.00      0.00      0.00    100.00
06:38:50 PM      17      0.00      0.00      0.00      0.00      0.00    100.00
06:38:50 PM      18      0.20      0.00      0.20      0.00      0.00     99.60
06:38:50 PM      19      0.00      0.00      0.00      0.00      0.00    100.00
06:38:50 PM      20      0.00      0.00      0.00      0.00      0.00    100.00
06:38:50 PM      21      0.00      0.00      0.00      0.00      0.00    100.00
06:38:50 PM      22      0.00      0.00      0.20      0.00      0.00     99.80
06:38:50 PM      23      0.00      0.00      0.00      0.00      0.00    100.00
06:38:50 PM      24      0.00      0.00      0.00      0.00      0.00    100.00
06:38:50 PM      25      0.00      0.00      0.00      0.00      0.00    100.00
06:38:50 PM      26      0.00      0.00      0.00      0.00      0.00    100.00
