Timestamp,CPU,CPU MHz
2024-01-21T18:38:30,0,800.0
2024-01-21T18:38:30,1,800.0
2024-01-21T18:38:30,2,2200.0
2024-01-21T18:38:30,3,800.0
2024-01-21T18:38:30,4,800.0
2024-01-21T18:38:30,5,2400.0
2024-01-21T18:38:30,6,800.0
2024-01-21T18:38:30,7,2200.0
2024-01-21T18:38:30,8,1017.264
2024-01-21T18:38:30,9,2300.0
2024-01-21T18:38:30,10,2100.0
2024-01-21T18:38:30,11,1600.0
2024-01-21T18:38:30,12,800.0
2024-01-21T18:38:30,13,800.0
2024-01-21T18:38:30,14,800.0
2024-01-21T18:38:30,15,800.0
2024-01-21T18:38:30,16,800.0
2024-01-21T18:38:30,17,800.0
2024-01-21T18:38:30,18,1800.0
2024-01-21T18:38:30,19,800.0
2024-01-21T18:38:30,20,800.0
2024-01-21T18:38:30,21,800.0
2024-01-21T18:38:30,22,800.0
2024-01-21T18:38:30,23,800.0
2024-01-21T18:38:30,24,800.0
2024-01-21T18:38:30,25,2100.0
2024-01-21T18:38:30,26,800.0
2024-01-21T18:38:30,27,800.0
2024-01-21T18:38:30,28,800.0
2024-01-21T18:38:30,29,800.0
2024-01-21T18:38:30,30,2000.0
2024-01-21T18:38:30,31,1900.0
2024-01-21T18:38:35,0,800.0
2024-01-21T18:38:35,1,800.0
2024-01-21T18:38:35,2,800.0
2024-01-21T18:38:35,3,800.0
2024-01-21T18:38:35,4,800.0
2024-01-21T18:38:35,5,800.0
2024-01-21T18:38:35,6,800.0
2024-01-21T18:38:35,7,2000.0
2024-01-21T18:38:35,8,2015.645
2024-01-21T18:38:35,9,2990.827
2024-01-21T18:38:35,10,800.0
2024-01-21T18:38:35,11,800.0
2024-01-21T18:38:35,12,2100.0
2024-01-21T18:38:35,13,800.0
2024-01-21T18:38:35,14,800.0
2024-01-21T18:38:35,15,800.0
2024-01-21T18:38:35,16,800.0
2024-01-21T18:38:35,17,800.0
2024-01-21T18:38:35,18,800.0
2024-01-21T18:38:35,19,800.0
2024-01-21T18:38:35,20,800.0
2024-01-21T18:38:35,21,800.0
2024-01-21T18:38:35,22,800.0
2024-01-21T18:38:35,23,800.0
2024-01-21T18:38:35,24,3200.0
2024-01-21T18:38:35,25,800.0
2024-01-21T18:38:35,26,800.0
2024-01-21T18:38:35,27,800.0
2024-01-21T18:38:35,28,2100.0
2024-01-21T18:38:35,29,800.0
2024-01-21T18:38:35,30,2000.0
2024-01-21T18:38:35,31,2800.0
2024-01-21T18:38:40,0,800.0
2024-01-21T18:38:40,1,800.0
2024-01-21T18:38:40,2,800.0
2024-01-21T18:38:40,3,800.0
2024-01-21T18:38:40,4,900.0
2024-01-21T18:38:40,5,800.0
2024-01-21T18:38:40,6,800.0
2024-01-21T18:38:40,7,800.0
2024-01-21T18:38:40,8,1071.216
2024-01-21T18:38:40,9,800.0
2024-01-21T18:38:40,10,1028.906
2024-01-21T18:38:40,11,800.0
2024-01-21T18:38:40,12,800.0
2024-01-21T18:38:40,13,800.0
2024-01-21T18:38:40,14,800.0
2024-01-21T18:38:40,15,800.0
2024-01-21T18:38:40,16,800.0
2024-01-21T18:38:40,17,800.0
2024-01-21T18:38:40,18,800.0
2024-01-21T18:38:40,19,800.0
2024-01-21T18:38:40,20,800.0
2024-01-21T18:38:40,21,800.0
2024-01-21T18:38:40,22,800.0
2024-01-21T18:38:40,23,800.0
2024-01-21T18:38:40,24,3200.0
2024-01-21T18:38:40,25,800.0
2024-01-21T18:38:40,26,800.0
2024-01-21T18:38:40,27,800.0
2024-01-21T18:38:40,28,800.0
2024-01-21T18:38:40,29,800.0
2024-01-21T18:38:40,30,2100.0
2024-01-21T18:38:40,31,800.0
2024-01-21T18:38:46,0,800.031
2024-01-21T18:38:46,1,800.0
2024-01-21T18:38:46,2,800.0
2024-01-21T18:38:46,3,800.0
2024-01-21T18:38:46,4,800.0
2024-01-21T18:38:46,5,800.0
2024-01-21T18:38:46,6,800.0
2024-01-21T18:38:46,7,800.0
2024-01-21T18:38:46,8,3039.704
2024-01-21T18:38:46,9,1651.076
2024-01-21T18:38:46,10,800.0
2024-01-21T18:38:46,11,800.0
2024-01-21T18:38:46,12,800.0
2024-01-21T18:38:46,13,800.0
2024-01-21T18:38:46,14,2100.0
2024-01-21T18:38:46,15,3200.0
2024-01-21T18:38:46,16,800.0
2024-01-21T18:38:46,17,800.0
2024-01-21T18:38:46,18,800.0
2024-01-21T18:38:46,19,800.0
2024-01-21T18:38:46,20,800.0
2024-01-21T18:38:46,21,800.0
2024-01-21T18:38:46,22,800.0
2024-01-21T18:38:46,23,800.0
2024-01-21T18:38:46,24,3200.0
2024-01-21T18:38:46,25,800.0
2024-01-21T18:38:46,26,800.0
2024-01-21T18:38:46,27,3200.0
2024-01-21T18:38:46,28,800.0
2024-01-21T18:38:46,29,800.0
2024-01-21T18:38:46,30,800.0
2024-01-21T18:38:46,31,2700.0
2024-01-21T18:38:51,0,800.0
2024-01-21T18:38:51,1,800.0
2024-01-21T18:38:51,2,800.0
2024-01-21T18:38:51,3,800.0
2024-01-21T18:38:51,4,800.0
