Linux 5.15.0-91-generic (gl5) 	01/22/2024 	_x86_64_	(32 CPU)

05:06:30 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
05:06:35 AM     all      3.72      0.00      4.24      0.13      0.00     91.91
05:06:35 AM       0      0.40      0.00      4.61      0.00      0.00     94.99
05:06:35 AM       1      1.20      0.00      3.81      0.00      0.00     94.99
05:06:35 AM       2      1.20      0.00      3.81      0.00      0.00     94.99
05:06:35 AM       3      0.80      0.00      4.79      0.00      0.00     94.41
05:06:35 AM       4      1.20      0.00      4.21      0.00      0.00     94.59
05:06:35 AM       5      1.40      0.00      3.61      0.00      0.00     94.99
05:06:35 AM       6      1.20      0.00      4.00      0.00      0.00     94.80
05:06:35 AM       7      0.80      0.00      4.40      0.00      0.00     94.80
05:06:35 AM       8      0.80      0.00      4.59      3.99      0.00     90.62
05:06:35 AM       9      0.80      0.00      4.40      0.00      0.00     94.80
05:06:35 AM      10      0.80      0.00      4.59      0.00      0.00     94.61
05:06:35 AM      11      0.80      0.00      4.40      0.00      0.00     94.80
05:06:35 AM      12      1.00      0.00      4.00      0.00      0.00     95.00
05:06:35 AM      13      0.80      0.00      4.40      0.00      0.00     94.80
05:06:35 AM      14      0.80      0.00      4.79      0.00      0.00     94.41
05:06:35 AM      15     89.40      0.00      1.00      0.20      0.00      9.40
05:06:35 AM      16      0.80      0.00      4.40      0.00      0.00     94.80
05:06:35 AM      17      1.00      0.00      4.20      0.00      0.00     94.80
05:06:35 AM      18      0.60      0.00      4.60      0.00      0.00     94.80
05:06:35 AM      19      0.80      0.00      4.21      0.00      0.00     94.99
05:06:35 AM      20      0.80      0.00      4.59      0.00      0.00     94.61
05:06:35 AM      21      1.40      0.00      4.00      0.00      0.00     94.60
05:06:35 AM      22      0.80      0.00      4.59      0.00      0.00     94.61
05:06:35 AM      23      0.80      0.00      4.39      0.00      0.00     94.81
05:06:35 AM      24      1.40      0.00      4.00      0.00      0.00     94.60
05:06:35 AM      25      0.60      0.00      4.61      0.00      0.00     94.79
05:06:35 AM      26      0.80      0.00      4.59      0.00      0.00     94.61
05:06:35 AM      27      0.60      0.00      4.61      0.00      0.00     94.79
05:06:35 AM      28      3.41      0.00      4.01      0.00      0.00     92.59
05:06:35 AM      29      0.40      0.00      4.62      0.00      0.00     94.98
05:06:35 AM      30      0.60      0.00      4.61      0.00      0.00     94.79
05:06:35 AM      31      0.80      0.00      4.21      0.00      0.00     94.99

05:06:35 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
05:06:40 AM     all      1.51      0.00      0.24      0.87      0.00     97.38
05:06:40 AM       0      0.20      0.00      0.20      0.00      0.00     99.60
05:06:40 AM       1      0.00      0.00      0.20      0.00      0.00     99.80
05:06:40 AM       2      0.00      0.00      0.20      0.00      0.00     99.80
05:06:40 AM       3      0.20      0.00      0.60      0.00      0.00     99.20
05:06:40 AM       4      0.00      0.00      0.00      0.00      0.00    100.00
05:06:40 AM       5      0.00      0.00      0.00      0.00      0.00    100.00
05:06:40 AM       6      0.00      0.00      0.00      0.00      0.00    100.00
05:06:40 AM       7      0.00      0.00      0.00      0.00      0.00    100.00
05:06:40 AM       8      0.00      0.00      0.20      0.00      0.00     99.80
05:06:40 AM       9      0.00      0.00      0.00      0.00      0.00    100.00
05:06:40 AM      10      0.00      0.00      0.20      0.00      0.00     99.80
