Linux 5.15.30-2-pve (superserver2) 	01/31/2024 	_x86_64_	(32 CPU)

02:36:37 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
02:36:42 AM     all      3.05      0.00      4.38      0.19      0.00     92.38
02:36:42 AM       0      1.00      0.00      4.40      0.00      0.00     94.60
02:36:42 AM       1      1.00      0.00      4.60      0.00      0.00     94.40
02:36:42 AM       2      0.80      0.00      4.61      0.00      0.00     94.59
02:36:42 AM       3      0.40      0.00      4.61      0.00      0.00     94.99
02:36:42 AM       4      1.00      0.00      4.39      0.00      0.00     94.61
02:36:42 AM       5      0.40      0.00      4.80      0.00      0.00     94.80
02:36:42 AM       6      0.80      0.00      4.40      0.00      0.00     94.80
02:36:42 AM       7      1.00      0.00      4.01      0.00      0.00     94.99
02:36:42 AM       8      0.40      0.00      4.61      0.00      0.00     94.99
02:36:42 AM       9     72.85      0.00      1.80      5.39      0.00     19.96
02:36:42 AM      10      0.60      0.00      4.59      0.00      0.00     94.81
02:36:42 AM      11      1.00      0.00      4.39      0.00      0.00     94.61
02:36:42 AM      12      0.60      0.00      4.60      0.00      0.00     94.80
02:36:42 AM      13      0.40      0.00      4.80      0.00      0.00     94.80
02:36:42 AM      14      1.00      0.00      4.20      0.00      0.00     94.80
02:36:42 AM      15      0.80      0.00      4.40      0.00      0.00     94.80
02:36:42 AM      16      0.80      0.00      4.21      0.00      0.00     94.99
02:36:42 AM      17      1.00      0.00      4.19      0.00      0.00     94.81
02:36:42 AM      18      0.60      0.00      4.60      0.60      0.00     94.20
02:36:42 AM      19      0.80      0.00      4.60      0.00      0.00     94.60
02:36:42 AM      20      0.40      0.00      4.61      0.00      0.00     94.99
02:36:42 AM      21      3.00      0.00      4.60      0.00      0.00     92.40
02:36:42 AM      22      0.60      0.00      4.41      0.00      0.00     94.99
02:36:42 AM      23      0.60      0.00      4.41      0.00      0.00     94.99
02:36:42 AM      24      0.80      0.00      4.43      0.00      0.00     94.77
02:36:42 AM      25      0.60      0.00      4.40      0.00      0.00     95.00
02:36:42 AM      26      0.80      0.00      4.40      0.00      0.00     94.80
02:36:42 AM      27      1.00      0.00      4.20      0.00      0.00     94.80
02:36:42 AM      28      0.80      0.00      4.40      0.00      0.00     94.80
02:36:42 AM      29      0.40      0.00      4.80      0.00      0.00     94.80
02:36:42 AM      30      0.80      0.00      4.20      0.00      0.00     95.00
02:36:42 AM      31      0.40      0.00      4.62      0.00      0.00     94.98

