Linux 5.15.30-2-pve (superserver2) 	01/26/2024 	_x86_64_	(32 CPU)

05:39:23 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
05:39:28 PM     all      3.04      0.00      4.40      0.16      0.00     92.41
05:39:28 PM       0      0.40      0.00      4.63      0.00      0.00     94.97
05:39:28 PM       1      0.60      0.00      4.59      0.00      0.00     94.81
05:39:28 PM       2      0.80      0.00      4.61      0.00      0.00     94.59
05:39:28 PM       3      0.40      0.00      4.60      0.00      0.00     95.00
05:39:28 PM       4      0.80      0.00      4.41      0.00      0.00     94.79
05:39:28 PM       5      0.40      0.00      4.80      0.00      0.00     94.80
05:39:28 PM       6      1.00      0.00      4.00      0.00      0.00     95.00
05:39:28 PM       7      2.59      0.00      5.19      0.00      0.00     92.22
05:39:28 PM       8      0.80      0.00      4.59      0.00      0.00     94.61
05:39:28 PM       9     73.35      0.00      1.20      3.81      0.00     21.64
05:39:28 PM      10      0.60      0.00      4.41      0.00      0.00     94.99
05:39:28 PM      11      0.40      0.00      4.79      0.00      0.00     94.81
05:39:28 PM      12      0.80      0.00      4.40      0.00      0.00     94.80
05:39:28 PM      13      1.00      0.00      4.19      0.00      0.00     94.81
05:39:28 PM      14      1.00      0.00      4.20      0.00      0.00     94.80
05:39:28 PM      15      0.40      0.00      4.80      0.00      0.00     94.80
05:39:28 PM      16      1.40      0.00      4.20      1.20      0.00     93.20
05:39:28 PM      17      0.60      0.00      4.79      0.00      0.00     94.61
05:39:28 PM      18      0.80      0.00      4.40      0.00      0.00     94.80
05:39:28 PM      19      0.80      0.00      4.62      0.00      0.00     94.58
05:39:28 PM      20      0.60      0.00      4.60      0.00      0.00     94.80
05:39:28 PM      21      0.40      0.00      4.99      0.00      0.00     94.61
05:39:28 PM      22      0.20      0.00      4.81      0.00      0.00     94.99
05:39:28 PM      23      1.20      0.00      4.00      0.00      0.00     94.80
05:39:28 PM      24      0.40      0.00      4.61      0.00      0.00     94.99
05:39:28 PM      25      0.80      0.00      4.20      0.00      0.00     95.00
05:39:28 PM      26      1.20      0.00      4.00      0.00      0.00     94.80
05:39:28 PM      27      1.00      0.00      4.01      0.00      0.00     94.99
05:39:28 PM      28      0.60      0.00      4.41      0.00      0.00     94.99
05:39:28 PM      29      0.40      0.00      4.80      0.00      0.00     94.80
05:39:28 PM      30      0.80      0.00      4.40      0.00      0.00     94.80
05:39:28 PM      31      0.80      0.00      4.39      0.00      0.00     94.81

05:39:28 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
05:39:33 PM     all      3.49      0.00      0.19      0.29      0.00     96.02
05:39:33 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
05:39:33 PM       1      0.00      0.00      0.00      0.00      0.00    100.00
05:39:33 PM       2      0.00      0.00      0.00      0.00      0.00    100.00
05:39:33 PM       3      0.00      0.00      0.00      0.00      0.00    100.00
05:39:33 PM       4      0.20      0.00      0.00      0.00      0.00     99.80
05:39:33 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
05:39:33 PM       6      0.00      0.00      1.20      0.00      0.00     98.80
05:39:33 PM       7      0.00      0.00      0.00      0.00      0.00    100.00
05:39:33 PM       8      0.00      0.00      0.00      0.00      0.00    100.00
05:39:33 PM       9      1.40      0.00      0.60      4.59      0.00     93.41
05:39:33 PM      10     61.68      0.00      0.40      0.60      0.00     37.33
05:39:33 PM      11      0.00      0.00      0.00      0.00      0.00    100.00
05:39:33 PM      12      0.00      0.00      0.00      0.00      0.00    100.00
05:39:33 PM      13      0.00      0.00      0.00      0.00      0.00    100.00
05:39:33 PM      14      0.00      0.00      0.40      1.00      0.00     98.60
05:39:33 PM      15      0.00      0.00      0.20      1.80      0.00     98.00
05:39:33 PM      16      0.40      0.00      0.20      0.00      0.00     99.40
05:39:33 PM      17      0.00      0.00      0.00      0.00      0.00    100.00
05:39:33 PM      18      0.00      0.00      0.40      0.00      0.00     99.60
05:39:33 PM      19      0.40      0.00      1.20      0.00      0.00     98.40
05:39:33 PM      20      0.00      0.00      0.40      0.00      0.00     99.60
05:39:33 PM      21      0.00      0.00      0.00      0.00      0.00    100.00
05:39:33 PM      22      0.00      0.00      0.00      0.00      0.00    100.00
05:39:33 PM      23      0.00      0.00      0.00      0.00      0.00    100.00
05:39:33 PM      24      0.00      0.00      0.00      0.00      0.00    100.00
05:39:33 PM      25      0.00      0.00      0.20      0.00      0.00     99.80
05:39:33 PM      26      0.00      0.00      0.00      0.00      0.00    100.00
05:39:33 PM      27      0.00      0.00      0.40      0.00      0.00     99.60
05:39:33 PM      28      0.00      0.00      0.00      0.00      0.00    100.00
05:39:33 PM      29     47.79      0.00      0.40      1.41      0.00     50.40
05:39:33 PM      30      0.00      0.00      0.00      0.00      0.00    100.00
05:39:33 PM      31      0.00      0.00      0.00      0.00      0.00    100.00

05:39:33 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
05:39:38 PM     all      1.48      0.00      0.08      0.32      0.00     98.12
05:39:38 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
05:39:38 PM       1      0.00      0.00      0.00      0.00      0.00    100.00
05:39:38 PM       2      0.00      0.00      0.40      0.00      0.00     99.60
05:39:38 PM       3      0.00      0.00      0.00      0.00      0.00    100.00
05:39:38 PM       4      0.00      0.00      0.00      0.00      0.00    100.00
05:39:38 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
05:39:38 PM       6      0.00      0.00      0.00      0.00      0.00    100.00
05:39:38 PM       7      0.00      0.00      0.00      0.40      0.00     99.60
05:39:38 PM       8      0.00      0.00      0.00      0.00      0.00    100.00
05:39:38 PM       9      0.40      0.00      0.20      0.40      0.00     99.00
05:39:38 PM      10     45.80      0.00      0.80      9.40      0.00     44.00
05:39:38 PM      11      0.00      0.00      0.00      0.00      0.00    100.00
05:39:38 PM      12      0.00      0.00      0.00      0.00      0.00    100.00
05:39:38 PM      13      0.00      0.00      0.00      0.00      0.00    100.00
05:39:38 PM      14      0.00      0.00      0.20      0.00      0.00     99.80
05:39:38 PM      15      0.00      0.00      0.00      0.00      0.00    100.00
05:39:38 PM      16      0.60      0.00      0.00      0.00      0.00     99.40
05:39:38 PM      17      0.00      0.00      0.00      0.00      0.00    100.00
05:39:38 PM      18      0.00      0.00      0.00      0.00      0.00    100.00
