Linux 5.15.0-91-generic (gl5) 	01/26/2024 	_x86_64_	(32 CPU)

06:30:45 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:30:50 AM     all      4.46      1.73      4.71      0.20      0.00     88.90
06:30:50 AM       0      1.20      2.01      5.02      0.00      0.00     91.77
06:30:50 AM       1      1.40      0.00      3.61      0.00      0.00     94.99
06:30:50 AM       2      0.80      0.00      4.41      0.00      0.00     94.79
06:30:50 AM       3      0.40      0.00      5.00      0.00      0.00     94.60
06:30:50 AM       4      2.01     25.50      6.02      0.00      0.00     66.47
06:30:50 AM       5      0.80      9.26      6.44      0.00      0.00     83.50
06:30:50 AM       6      0.80      9.04      7.03      0.00      0.00     83.13
06:30:50 AM       7      1.21      0.40      4.02      0.00      0.00     94.37
06:30:50 AM       8      1.20      0.00      4.59      0.00      0.00     94.21
06:30:50 AM       9      2.40      0.00      4.40      0.00      0.00     93.20
06:30:50 AM      10     14.80      0.00      1.40      0.00      0.00     83.80
06:30:50 AM      11      1.00      0.00      4.22      0.00      0.00     94.78
06:30:50 AM      12      8.02      0.00      6.01      0.00      0.00     85.97
06:30:50 AM      13      1.00      0.00      4.19      0.00      0.00     94.81
06:30:50 AM      14      2.21      0.00      5.84      0.00      0.00     91.95
06:30:50 AM      15      2.40      0.00      4.61      0.00      0.00     92.99
06:30:50 AM      16      1.00      0.00      4.21      0.00      0.00     94.79
06:30:50 AM      17      1.40      0.00      4.20      0.00      0.00     94.40
06:30:50 AM      18      1.20      0.00      4.60      6.20      0.00     88.00
06:30:50 AM      19      1.00      0.00      4.20      0.00      0.00     94.80
06:30:50 AM      20      0.80      0.00      4.40      0.00      0.00     94.80
06:30:50 AM      21      1.20      4.81      5.41      0.00      0.00     88.58
06:30:50 AM      22      3.40      0.00      4.60      0.00      0.00     92.00
06:30:50 AM      23      1.00      4.40      5.60      0.00      0.00     89.00
06:30:50 AM      24      0.60      0.00      4.60      0.00      0.00     94.80
06:30:50 AM      25      2.00      0.00      4.59      0.00      0.00     93.41
06:30:50 AM      26      1.20      0.00      5.01      0.00      0.00     93.79
06:30:50 AM      27      2.60      0.00      4.80      0.00      0.00     92.60
06:30:50 AM      28      2.00      0.00      4.20      0.00      0.00     93.80
06:30:50 AM      29      3.80      0.00      4.60      0.00      0.00     91.60
06:30:50 AM      30     76.60      0.00      4.80      0.20      0.00     18.40
06:30:50 AM      31      1.00      0.00      4.20      0.00      0.00     94.80

06:30:50 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:30:55 AM     all      3.80      0.00      0.93      0.90      0.00     94.38
06:30:55 AM       0     24.14      0.00      0.60      0.80      0.00     74.45
06:30:55 AM       1      0.20      0.00      0.60      0.00      0.00     99.20
06:30:55 AM       2      0.00      0.00      0.20      0.00      0.00     99.80
06:30:55 AM       3      0.00      0.00      0.20      0.00      0.00     99.80
06:30:55 AM       4      0.20      0.00      0.20      0.00      0.00     99.60
06:30:55 AM       5      0.20      0.00      0.20      0.00      0.00     99.60
06:30:55 AM       6      0.20      0.00      0.00      0.00      0.00     99.80
06:30:55 AM       7      0.20      0.00      0.20      0.60      0.00     99.00
06:30:55 AM       8      2.40      0.00      1.80      0.00      0.00     95.79
06:30:55 AM       9     19.68      0.00      1.61      0.20      0.00     78.51
