Timestamp,CPU,CPU MHz
2024-01-31T01:41:23,0,1800.0
2024-01-31T01:41:23,1,2000.0
2024-01-31T01:41:23,2,2000.0
2024-01-31T01:41:23,3,800.0
2024-01-31T01:41:23,4,800.0
2024-01-31T01:41:23,5,800.0
2024-01-31T01:41:23,6,2000.0
2024-01-31T01:41:23,7,800.0
2024-01-31T01:41:23,8,800.0
2024-01-31T01:41:23,9,800.0
2024-01-31T01:41:23,10,800.0
2024-01-31T01:41:23,11,800.0
2024-01-31T01:41:23,12,800.0
2024-01-31T01:41:23,13,2000.0
2024-01-31T01:41:23,14,800.0
2024-01-31T01:41:23,15,800.0
2024-01-31T01:41:23,16,1600.0
2024-01-31T01:41:23,17,800.0
2024-01-31T01:41:23,18,961.1
2024-01-31T01:41:23,19,800.0
2024-01-31T01:41:23,20,800.0
2024-01-31T01:41:23,21,800.0
2024-01-31T01:41:23,22,800.0
2024-01-31T01:41:23,23,1568.727
2024-01-31T01:41:23,24,800.0
2024-01-31T01:41:23,25,800.0
2024-01-31T01:41:23,26,800.0
2024-01-31T01:41:23,27,800.0
2024-01-31T01:41:23,28,800.0
2024-01-31T01:41:23,29,800.0
2024-01-31T01:41:23,30,800.0
2024-01-31T01:41:23,31,800.0
2024-01-31T01:41:28,0,800.0
2024-01-31T01:41:28,1,2000.0
2024-01-31T01:41:28,2,800.0
2024-01-31T01:41:28,3,902.499
2024-01-31T01:41:28,4,800.0
2024-01-31T01:41:28,5,2100.0
2024-01-31T01:41:28,6,800.0
2024-01-31T01:41:28,7,800.0
2024-01-31T01:41:28,8,800.0
2024-01-31T01:41:28,9,3199.999
2024-01-31T01:41:28,10,800.0
2024-01-31T01:41:28,11,800.0
2024-01-31T01:41:28,12,800.0
2024-01-31T01:41:28,13,800.0
2024-01-31T01:41:28,14,800.0
2024-01-31T01:41:28,15,800.0
2024-01-31T01:41:28,16,800.0
2024-01-31T01:41:28,17,800.0
2024-01-31T01:41:28,18,2000.0
2024-01-31T01:41:28,19,800.0
2024-01-31T01:41:28,20,800.0
2024-01-31T01:41:28,21,800.0
2024-01-31T01:41:28,22,800.0
2024-01-31T01:41:28,23,800.0
2024-01-31T01:41:28,24,800.0
2024-01-31T01:41:28,25,1100.0
2024-01-31T01:41:28,26,800.0
2024-01-31T01:41:28,27,800.0
2024-01-31T01:41:28,28,800.0
2024-01-31T01:41:28,29,800.0
2024-01-31T01:41:28,30,800.0
2024-01-31T01:41:28,31,800.0
2024-01-31T01:41:33,0,800.0
2024-01-31T01:41:33,1,2000.0
2024-01-31T01:41:33,2,800.0
2024-01-31T01:41:33,3,2100.0
2024-01-31T01:41:33,4,829.675
2024-01-31T01:41:33,5,800.0
2024-01-31T01:41:33,6,800.0
2024-01-31T01:41:33,7,800.0
2024-01-31T01:41:33,8,800.0
2024-01-31T01:41:33,9,2200.0
2024-01-31T01:41:33,10,800.0
2024-01-31T01:41:33,11,800.0
2024-01-31T01:41:33,12,800.0
