Linux 5.15.0-91-generic (gl5) 	02/01/2024 	_x86_64_	(32 CPU)

05:11:02 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
05:11:07 AM     all      3.80      0.00      4.45      0.11      0.00     91.63
05:11:07 AM       0      1.20      0.00      4.41      0.00      0.00     94.39
05:11:07 AM       1      1.00      0.00      4.42      0.00      0.00     94.58
05:11:07 AM       2      2.81      0.00      5.22      0.00      0.00     91.97
05:11:07 AM       3      1.40      0.00      4.41      3.41      0.00     90.78
05:11:07 AM       4      0.80      0.00      4.63      0.00      0.00     94.57
05:11:07 AM       5      1.00      0.00      4.80      0.00      0.00     94.20
05:11:07 AM       6      1.40      0.00      4.40      0.00      0.00     94.20
05:11:07 AM       7      0.60      0.00      4.79      0.00      0.00     94.61
05:11:07 AM       8      1.20      0.00      4.00      0.00      0.00     94.80
05:11:07 AM       9     90.02      0.00      1.80      0.20      0.00      7.98
05:11:07 AM      10      0.80      0.00      4.20      0.00      0.00     95.00
05:11:07 AM      11      0.60      0.00      4.62      0.00      0.00     94.78
05:11:07 AM      12      0.60      0.00      4.61      0.00      0.00     94.79
05:11:07 AM      13      0.60      0.00      4.41      0.00      0.00     94.99
05:11:07 AM      14      1.00      0.00      4.00      0.00      0.00     95.00
05:11:07 AM      15      1.40      0.00      3.81      0.00      0.00     94.79
05:11:07 AM      16      0.80      0.00      7.20      0.00      0.00     92.00
05:11:07 AM      17      1.40      0.00      4.21      0.00      0.00     94.39
05:11:07 AM      18      0.60      0.00      4.60      0.00      0.00     94.80
05:11:07 AM      19      1.40      0.00      3.81      0.00      0.00     94.79
05:11:07 AM      20      0.80      0.00      4.40      0.00      0.00     94.80
05:11:07 AM      21      0.40      0.00      4.60      0.00      0.00     95.00
05:11:07 AM      22      0.80      0.00      4.40      0.00      0.00     94.80
05:11:07 AM      23      0.60      0.00      4.60      0.00      0.00     94.80
05:11:07 AM      24      1.20      0.00      6.20      0.00      0.00     92.60
05:11:07 AM      25      1.40      0.00      3.79      0.00      0.00     94.81
05:11:07 AM      26      1.00      0.00      4.20      0.00      0.00     94.80
05:11:07 AM      27      0.80      0.00      4.40      0.00      0.00     94.80
05:11:07 AM      28      0.60      0.00      4.41      0.00      0.00     94.99
05:11:07 AM      29      1.00      0.00      4.41      0.00      0.00     94.59
05:11:07 AM      30      1.20      0.00      4.59      0.00      0.00     94.21
05:11:07 AM      31      1.00      0.00      4.20      0.00      0.00     94.80

05:11:07 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
05:11:12 AM     all      2.17      0.00      0.19      0.72      0.00     96.92
05:11:12 AM       0      0.60      0.00      0.20      0.00      0.00     99.20
05:11:12 AM       1      0.20      0.00      0.60      0.00      0.00     99.20
