Linux 5.15.30-2-pve (superserver2) 	01/31/2024 	_x86_64_	(32 CPU)

07:30:18 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
07:30:23 PM     all      3.05      0.00      4.36      0.17      0.00     92.42
07:30:23 PM       0      1.00      0.00      4.20      1.60      0.00     93.20
07:30:23 PM       1      0.80      0.00      4.40      0.00      0.00     94.80
07:30:23 PM       2      0.80      0.00      4.21      0.00      0.00     94.99
07:30:23 PM       3      0.60      0.00      4.59      0.00      0.00     94.81
07:30:23 PM       4      1.20      0.00      4.59      0.00      0.00     94.21
07:30:23 PM       5      2.81      0.00      4.81      0.00      0.00     92.38
07:30:23 PM       6      0.80      0.00      4.39      0.80      0.00     94.01
07:30:23 PM       7      0.60      0.00      4.60      0.00      0.00     94.80
07:30:23 PM       8      0.60      0.00      4.40      0.00      0.00     95.00
07:30:23 PM       9     73.35      0.00      1.60      3.01      0.00     22.04
07:30:23 PM      10      1.00      0.00      4.20      0.00      0.00     94.80
07:30:23 PM      11      0.40      0.00      4.80      0.00      0.00     94.80
07:30:23 PM      12      0.80      0.00      4.59      0.00      0.00     94.61
07:30:23 PM      13      0.60      0.00      4.41      0.00      0.00     94.99
07:30:23 PM      14      0.60      0.00      4.41      0.00      0.00     94.99
07:30:23 PM      15      0.40      0.00      4.41      0.00      0.00     95.19
07:30:23 PM      16      0.80      0.00      4.40      0.00      0.00     94.80
07:30:23 PM      17      0.60      0.00      4.40      0.00      0.00     95.00
07:30:23 PM      18      0.80      0.00      4.59      0.00      0.00     94.61
07:30:23 PM      19      0.80      0.00      4.58      0.00      0.00     94.62
07:30:23 PM      20      0.80      0.00      4.40      0.00      0.00     94.80
07:30:23 PM      21      0.00      0.00      5.01      0.00      0.00     94.99
07:30:23 PM      22      0.60      0.00      4.41      0.00      0.00     94.99
07:30:23 PM      23      0.80      0.00      4.40      0.00      0.00     94.80
07:30:23 PM      24      1.00      0.00      4.19      0.00      0.00     94.81
07:30:23 PM      25      0.80      0.00      4.40      0.00      0.00     94.80
07:30:23 PM      26      0.40      0.00      4.41      0.00      0.00     95.19
07:30:23 PM      27      0.40      0.00      4.61      0.00      0.00     94.99
07:30:23 PM      28      1.00      0.00      4.20      0.00      0.00     94.80
07:30:23 PM      29      0.80      0.00      4.39      0.00      0.00     94.81
07:30:23 PM      30      0.80      0.00      4.21      0.00      0.00     94.99
