Linux 5.15.0-91-generic (gl5) 	01/31/2024 	_x86_64_	(32 CPU)

08:01:04 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:01:09 AM     all      3.64      0.00      4.27      0.14      0.00     91.94
08:01:09 AM       0      0.60      0.00      4.61      0.00      0.00     94.79
08:01:09 AM       1      0.60      0.00      4.43      4.23      0.00     90.74
08:01:09 AM       2      1.20      0.00      4.01      0.00      0.00     94.79
08:01:09 AM       3      0.80      0.00      4.40      0.00      0.00     94.80
08:01:09 AM       4      0.40      0.00      4.80      0.00      0.00     94.80
08:01:09 AM       5      0.80      0.00      3.61      0.00      0.00     95.59
08:01:09 AM       6      3.40      0.00      5.00      0.00      0.00     91.60
08:01:09 AM       7      1.40      0.00      4.19      0.00      0.00     94.41
08:01:09 AM       8      1.00      0.00      4.40      0.00      0.00     94.60
08:01:09 AM       9     87.43      0.00      1.60      0.40      0.00     10.58
08:01:09 AM      10      0.60      0.00      4.60      0.00      0.00     94.80
08:01:09 AM      11      1.00      0.00      4.00      0.00      0.00     95.00
08:01:09 AM      12      0.80      0.00      4.40      0.00      0.00     94.80
08:01:09 AM      13      0.80      0.00      4.40      0.00      0.00     94.80
08:01:09 AM      14      0.60      0.00      4.41      0.00      0.00     94.99
08:01:09 AM      15      1.00      0.00      4.01      0.00      0.00     94.99
08:01:09 AM      16      1.20      0.00      4.00      0.00      0.00     94.80
08:01:09 AM      17      0.80      0.00      4.40      0.00      0.00     94.80
08:01:09 AM      18      0.80      0.00      4.40      0.00      0.00     94.80
08:01:09 AM      19      0.60      0.00      4.79      0.00      0.00     94.61
08:01:09 AM      20      0.80      0.00      4.40      0.00      0.00     94.80
08:01:09 AM      21      1.00      0.00      4.01      0.00      0.00     94.99
08:01:09 AM      22      0.40      0.00      4.81      0.00      0.00     94.79
08:01:09 AM      23      1.00      0.00      4.59      0.00      0.00     94.41
08:01:09 AM      24      0.80      0.00      4.20      0.00      0.00     95.00
08:01:09 AM      25      1.00      0.00      4.00      0.00      0.00     95.00
08:01:09 AM      26      0.80      0.00      4.40      0.00      0.00     94.80
08:01:09 AM      27      0.40      0.00      4.61      0.00      0.00     94.99
08:01:09 AM      28      1.79      0.00      4.18      0.00      0.00     94.02
08:01:09 AM      29      0.40      0.00      4.80      0.00      0.00     94.80
08:01:09 AM      30      1.00      0.00      4.20      0.00      0.00     94.80
08:01:09 AM      31      1.20      0.00      4.00      0.00      0.00     94.80

08:01:09 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:01:14 AM     all      0.94      0.00      0.26      0.79      0.00     98.01
08:01:14 AM       0      0.20      0.00      2.61      0.00      0.00     97.19
08:01:14 AM       1      0.20      0.00      0.00      0.00      0.00     99.80
08:01:14 AM       2      0.00      0.00      0.20      0.00      0.00     99.80
08:01:14 AM       3      0.60      0.00      0.20      0.00      0.00     99.20
08:01:14 AM       4      0.00      0.00      0.20      0.00      0.00     99.80
08:01:14 AM       5      0.00      0.00      0.20      0.00      0.00     99.80
08:01:14 AM       6      0.20      0.00      0.40      0.00      0.00     99.40
08:01:14 AM       7      0.20      0.00      0.20      0.00      0.00     99.60
08:01:14 AM       8      0.20      0.00      0.00      0.00      0.00     99.80
08:01:14 AM       9     27.86      0.00      0.60     25.45      0.00     46.09
08:01:14 AM      10      0.00      0.00      0.00      0.00      0.00    100.00
08:01:14 AM      11      0.00      0.00      0.00      0.00      0.00    100.00
08:01:14 AM      12      0.00      0.00      0.00      0.00      0.00    100.00
08:01:14 AM      13      0.00      0.00      0.00      0.00      0.00    100.00
08:01:14 AM      14      0.00      0.00      0.00      0.00      0.00    100.00
08:01:14 AM      15      0.00      0.00      0.00      0.00      0.00    100.00
08:01:14 AM      16      0.00      0.00      0.00      0.00      0.00    100.00
08:01:14 AM      17      0.00      0.00      0.20      0.00      0.00     99.80
08:01:14 AM      18      0.00      0.00      0.00      0.00      0.00    100.00
08:01:14 AM      19      0.00      0.00      0.40      0.00      0.00     99.60
08:01:14 AM      20      0.00      0.00      0.20      0.00      0.00     99.80
08:01:14 AM      21      0.40      0.00      0.40      0.00      0.00     99.20
08:01:14 AM      22      0.20      0.00      0.40      0.00      0.00     99.40
08:01:14 AM      23      0.00      0.00      0.00      0.00      0.00    100.00
08:01:14 AM      24      0.00      0.00      0.00      0.00      0.00    100.00
08:01:14 AM      25      0.00      0.00      0.00      0.00      0.00    100.00
08:01:14 AM      26      0.00      0.00      0.00      0.00      0.00    100.00
08:01:14 AM      27      0.00      0.00      0.00      0.00      0.00    100.00
08:01:14 AM      28      0.00      0.00      0.20      0.00      0.00     99.80
08:01:14 AM      29      0.00      0.00      0.00      0.00      0.00    100.00
08:01:14 AM      30      0.00      0.00      1.80      0.00      0.00     98.20
08:01:14 AM      31      0.00      0.00      0.00      0.00      0.00    100.00

08:01:14 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:01:19 AM     all      4.48      0.00      0.14      0.67      0.00     94.72
08:01:19 AM       0      0.00      0.00      0.40      0.00      0.00     99.60
08:01:19 AM       1      0.00      0.00      0.00      0.00      0.00    100.00
08:01:19 AM       2      0.00      0.00      0.00      0.00      0.00    100.00
08:01:19 AM       3      0.00      0.00      0.00      0.00      0.00    100.00
08:01:19 AM       4      0.00      0.00      0.00      0.00      0.00    100.00
08:01:19 AM       5      0.20      0.00      0.00      0.00      0.00     99.80
08:01:19 AM       6      0.00      0.00      0.20      0.00      0.00     99.80
08:01:19 AM       7      0.00      0.00      0.00      1.40      0.00     98.60
08:01:19 AM       8      0.00      0.00      0.00      0.00      0.00    100.00
08:01:19 AM       9      0.80      0.00      0.20      2.60      0.00     96.40
08:01:19 AM      10      0.00      0.00      0.00      0.00      0.00    100.00
08:01:19 AM      11      0.00      0.00      0.20      0.00      0.00     99.80
08:01:19 AM      12      0.00      0.00      0.00      0.00      0.00    100.00
08:01:19 AM      13      0.60      0.00      0.20      0.80      0.00     98.40
08:01:19 AM      14      0.00      0.00      0.00      0.00      0.00    100.00
08:01:19 AM      15     52.71      0.00      0.80     11.22      0.00     35.27
08:01:19 AM      16      0.00      0.00      0.00      0.00      0.00    100.00
08:01:19 AM      17      0.00      0.00      0.00      0.00      0.00    100.00
08:01:19 AM      18      0.00      0.00      0.20      0.00      0.00     99.80
08:01:19 AM      19      0.00      0.00      0.60      0.00      0.00     99.40
08:01:19 AM      20      0.00      0.00      0.00      0.00      0.00    100.00
08:01:19 AM      21      0.00      0.00      0.00      0.00      0.00    100.00
08:01:19 AM      22      0.00      0.00      0.20      0.00      0.00     99.80
08:01:19 AM      23      0.00      0.00      0.20      0.00      0.00     99.80
08:01:19 AM      24      0.00      0.00      0.00      0.00      0.00    100.00
08:01:19 AM      25      0.00      0.00      0.00      0.00      0.00    100.00
08:01:19 AM      26      0.20      0.00      0.00      0.00      0.00     99.80
08:01:19 AM      27      0.00      0.00      0.00      0.00      0.00    100.00
08:01:19 AM      28      0.40      0.00      0.00      0.00      0.00     99.60
08:01:19 AM      29      0.00      0.00      0.00      0.00      0.00    100.00
08:01:19 AM      30     88.20      0.00      1.00      3.20      0.00      7.60
08:01:19 AM      31      0.20      0.00      0.20      2.20      0.00     97.40

08:01:19 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:01:24 AM     all      1.16      0.00      0.23      1.21      0.00     97.40
08:01:24 AM       0      0.00      0.00      0.20      0.00      0.00     99.80
08:01:24 AM       1      0.20      0.00      0.20      0.00      0.00     99.60
08:01:24 AM       2      0.00      0.00      0.00      0.00      0.00    100.00
08:01:24 AM       3      0.00      0.00      0.00      0.00      0.00    100.00
08:01:24 AM       4      0.20      0.00      0.40      0.00      0.00     99.40
08:01:24 AM       5      0.00      0.00      0.00      0.00      0.00    100.00
08:01:24 AM       6      0.20      0.00      0.20      1.20      0.00     98.40
08:01:24 AM       7      0.00      0.00      0.00      0.00      0.00    100.00
